text,cluster
"a delicious date shake reminiscent of middle eastern flavors, i concocted this shake a few mornings ago to help reduce a surplus of milk and bananas. (with a little bit of inspiration from npr.org website.) organic ingredients are preferred for this recipe. note: this is not a thick shake. yields one large sixteen ounce beverage or two smaller eight ounce beverages. be sure your milk or milk substitute is well chilled before preparing.",5
great pasta dish.,6
a spinach salad topped with bright red onions and a decidedly different sauce! from better homes & gardens magazine(dec.2003).,7
"this is out of a cookbook called ""chiles""...now that's simple...hubby and i love hot and spicy foods so this is right up our alley...enjoy! preparation time includes soaking the chinese mushrooms...",3
"if you like irish cream, you will definately like this! so simple to put together, and keeps well. great as a ""gift in a jar."" quantity is a guestimate, about 5 cups.",5
from the book healthy mediterranean cooking by rena salaman,1
this is a recipe from cooking free,4
"""those who are passionate about brownies argue in defense of their favorite type, cakey or fudgey. if you're a cakey fan, go on to another recipe. these are the epitome of soft, dark baked-just-until-barely-set brownies. their creamy texture makes them seem wildly luxurious and very much a treat to be meted out in small servings (just small enough for a scoop of ice cream and some chocolate sauce). the mixing method is unorthodox for a brownie. half of an egg-sugar mixture is stirred into the melted chocolate and butter, while the other half is whipped until it thickens and doubles in volume. the lightened eggs are folded into the chocolate with a delicate touch, as are the dry ingredients--tricks that enhance the brownies' lovely texture.""",2
"a once-a-year comfort food for all that they're bad for you, these are sinfully delicious! popular with girls (of all ages!) at slumber parties.",6
this is a great appetizer to serve at your next dinner. especially nice in the fall or winter time when cranberries are more plentiful.,6
"when i eat thin, i like it crispy.  here's how to do that.  there are a bunch of tips and tricks here.  easy!!!",2
"adapted from a robin miller recipe. she served this with some asian cellophane noodles lightly tossed in some sesame oil and fresh cilantro.  i served this with ramen noodles and i would recommend serving a dipping sauce to accompany it, such as hoisin sauce or even an extra batch of marinade.  she did not marinate hers, i prefer to marinate at least an hour or so.",1
"this dish is one my husband requests at least once a week. i make this for company because the look and taste seems like you cooked all day, but it only take 45 minutes to cook. you can use boneless chicken breast, tenderloins or boneless thighs and still have great results.",1
haven't found a person that doesn't like this! quick and easy! ! !,0
the steak needs to marinate in this zingy dressing for a minimum of 1 hour.,3
"many breakfast sausages have wheat flour or bread crumbs as a binder. these are easy to make and are guaranteed gluten free. if you want patties add the egg and rice flour. if you want just fried up pork sausage hamburger, leave out the egg and rice flour.",1
"this fruity, boozy dessert can easily be made on the bbq once the bananas are wrapped in foil.",5
from a little swedish recipes book of mine. makes about 60 candies.,4
"the richness of this dip makes it seem like a splurge instead of a healthy choice. in fact, this dip is loaded with fiber and is a replenishing post-workout snack. from ""ww 5-ingredient-15 minute recipes"" and = 1 point.",5
"this recipe is to use up the garlic scapes i received in my csa basket. ""garlic scapes (also known as garlic tops, garlic shoots, green garlic, spring baby garlic, garlic spears, early garlic greens, or garlic “flowers”) are the curly tipped, extremely tasty green shoots that grow from “heads” of hardneck garlic. "" from plan b orgarnic farms.",3
"tilapia has a really great, extremely subtle flavor and it doesn't dry out as easily as many other varieties of fish.  this tilapia is topped with a mixture of tomatoes, feta and fresh parsley and then baked.  you'll get a large portion for few calories.  just be sure to season the fillets directly with salt.  that will really make a difference.  from the most decadent diet ever cookbook by devin alexander, author of the biggest loser cookbook.",1
"when my grandmother brings these to any sort of family function, they are gone before you know it!  special requests are always made for these brownies.",2
"this is a recipe that my mom got from a neighbor 20 years ago. its easy to make and so delicious! we still make this often as it has become a family favorite! best thing is if you are watching what you eat, the ingredients in this recipe can be switched to low fat items with the same result. from my kitchen to yours!! enjoy!",4
"from www.topsecretrecipes.com. a delicious sweet and spicy jelly sauce - no berry fruits harmed in the making.  it tastes more sweet than hot.  yummy with spicy finger foods such as jalapeno poppers, and also great on meats such as lamb chops.  recipe is an arby's restaurant copycat posted on planet hamster. *i've made this without the pectin - i added 1/8 c of wondra, and it turned out fine. it's pretty close to the original!",3
i found the original recipe in quick cooking. i thought it sounded a bit odd but gave it a try as i was getting tired of grilled ham. we loved it. this was great with mashed potatoes and roasted broccoli. the orginal recipe called for one large onion and 3 tablespoons of veg. oil. i freeze onions so i added one cup of onions and only used one tablespoon of olive oil.,4
an easy dessert to make.,2
"these loaf cakes are always a winner, they always turn out great, they rise so high, and are so moist, if desired, you could add mini chocolate chips, or nuts, or both! if you like you could dust with icing sugar after baking.",2
"butterscotch and white chocolate is one of my favorite flavor combinations.  these are pretty good and i think that switching out the white chocolate chips for some of those new swirls would be good too.  gosh, i'm getting hungry!",2
"i saw this recipe made on the new low carb cooking show on food network. i tried the recipe tonight and it is really so good - this is my spin on the recipe. this time, i omitted the rosemary and used raw minced garlic, but you may also use a few cloves of roasted garlic if you prefer. this version is different from many others as there is no sour cream and no mayonnaise. real comfort without all that starch. (note: smart balance is a lower calorie, cholesterol reducing butter substitute).",4
"really good and quick.  my mom used to make this all the time, although once she served it to guests and forgot to add the shrimp.  not quite the same that way!  try it, even the shellfish-shy will become believers.",6
south beach diet friendly.,7
a nice spicy sugar-free instant tea mix. you can also use decaffeinated instant tea to make this a sugar-free and decaffeinated drink.,5
single serve brownie made with simple ingredients in the microwave,6
"i found this while seaching the net one day, and thought it sounded good for all our vegetarian friends.",1
"these are really cute..i like to glue an old button on tag..when giving as a gift..
the miniature m&m's look darling in the jar",0
this came from a friend. delicious with morning coffee and fresh from the oven!,4
"this is a homemade whipped butter that will harden with refrigeration.  my mom shared this recipe with me, it's pretty fun to make and you can flavor it with just about whatever spices you choose.  wonderful on baked potatoes and other veggies.  it's a little loud as it churns in the dryer.  the amount you make can also be adjusted to more or less.",4
"this dish is rich with tomatoes, capers and olives.  stashing for summertime use when the anglers come home with their sea bass, snapper, croakers & sheepshead. may even work with bluefish as the flavors are bold and assertive. will be tasty on a hot evening on the porch accompanied by an icy 7 oz rolling rock.

found in the washington post who adapted from ""cucina of le marche,"" by fabio trabocchi (workman, 2006).",6
yay! it's dessert for breakfast. this is definitely one way to get your kids to eat oatmeal...or enjoy it yourself.,2
my mother makes this unique dip for christmas every year. we all eat it until we hardly have room for dinner.,6
tried this one to get my 5 year old to eat more vegetables. quite easy and an alternative to just plain old beans out of a can. of course fresh green beans can be substituted.,7
"when you have to have chocolate in the morning, these are the perfect fix.  the melted butter in the batter helps to make them rich and cake-like in flavor and texture, but they are not cupcake-sweet.  if you eat them warm the chocolate chips will be soft and gooey, for double the chocolate pleasure.  perfect with a glass of cold milk or a cup of hot cappuccino.  this recipe is from small batch baking.",2
this brings the humble grits to a new level! easy and delicious! recipe  adapted from  kathy cary/drew nieporent via food network.,4
this is a unique side dish. i got the idea from another similar recipe by martha stewart. i adapted it to my taste and found something everyone who tries it raves over.,4
"recipe from aziz bakhalla from the alhamra restaurant in manly, nsw, australia. i have altered a little to suit the dried herbs & spices i was using and also converted several things to teaspoons, as a us tablespoon is 3 teaspoons whereas in australia it's 4 teaspoons. note the preparation time does not include one hour for marination. i thought it was splendid, but the marinade is about flavour not making the meat more tender so make sure you start with a really nice piece of lamb.",1
yummy dip that goes great at any party.,5
"i haven't tried this as yet, but it was in the newspaper so i am posting it here for safe keeping. makes about 2 cups.",5
this recipe sounds really delicious and healthy.,4
found this recipe in a old bh&g baking coobook from the 70s.  not only are these delicious but really easy to make!,2
"i have had this cookie recipe for a long time, i think it came from better homes magazine...delicate and tender.",2
i got this one out of a book about restaurants in florida - the recipe was courtesy of timmy's nook on captiva island.  it is an easy but elegant dessert when time is short.  it takes advantage of convenience items - pre-made graham cracker crust and canned blueberry pie filling.  it does have to be chilled for a few hours (which i did not include in the prep and cooking time).,6
"pebre is a tangy chilean condiment that makes a great beef marinade and an even better pasta sauce or chip dip. there are lots of variations out there, but this one is quick and simple, and accentuates the great flavors of cilantro and parsley.",3
"delicious low calorie cream cheese frosting from splenda.  this is great on top of cupcakes, spiced cake, carrot cake, pumpkin cake etc. i have to have this recipe on hand... its that good",2
"you can make this soup with any combination of fresh vegetables on hand.  just be sure to include some potatoes or carrots.  leave the vegetables chunky for a robust soup, or puree half of the vegetables for extra body.",7
"very similar to the indian dessert kheer. you can substitute coconut milk, almond milk or soymilk for the skim milk for different flavors!",5
"this recipe is from a class i took with my favorite chef in portland, or, jessica benedetti. i have been asked for this recipe more times than i can count.  it's fabulous and really impresses everyone.",4
a real family pleaser,0
"all the recipes i've found for this on 'zaar called for grilling the sandwich in butter ... that never made much sense to me, so i figured i'd try it in a foreman grill instead.  it worked out beautifully, so i'm posting my version.",3
"this is a must at your holiday dinner table for thanksgiving or christmas, it's an easy salad to put together and is really good! you can make your own recipe for raspberry walnut vinaigrette, or use the one with this recipe, this recipe goes back years and is from gourmet magazine and i make it quite often, it's really good, or you can purchase a good-quality dressing.",7
a favorite in greece and our home as well. this dish may be served hot or cold.,6
"this recipe comes from the australian heritage cookbook, and is perfect for an appetizer or over a salad. submitted for zwt8.",4
"this is a inexpensive and hardy soup. it's a little different than the other italian pomodoro soups i've seen in that it has white beans in it. it can easily be a meal all by itself, or you can add a green salad and have a great meal in no time.",7
this delicious recipe can easily be cut in half or two-thirds for a family dinner. the ancho chiles are a perfect complement to this dish! loaded with flavor and a true crowd pleaser. the recipe can be prepared through step 3 and refrigerated for up to 3 days. found in food & wine: thanksgiving cookitnow,3
delicious coffee cake to get you going in the morning or when you need something that remind you of home cooking,2
remember the smell and taste of home baked apple crisp in the morning? these bars revive that experience by making a portable pocket-sized version of this old favorite. it's a quick breakfast on-the-go or healthy lunch-time snack.,2
"from just hungry - they adapted it from bernard clayton's new complete book of breads,",2
"this is a take-off on the classic chinese chew--a chewy, gooey candy/dessert.",5
this is a big favorite in our house.,0
caldo verde means ,0
these colorful stuffed vegetables make a delicious and beautiful accompaniment to virtually any main dish or they can be simply eaten for a light summer dinner. this recipe was created for rsc #7!,7
"from rick bayless book ""rick and lanie's excellent kitchen adventures"". i found the recipe posted on http://contessabare.proboards48.com/",4
posting for world tour.  use dark lager beer.,5
"this is a versatile salad, so mix it up (no pun intended) however you like it! you can easily add sliced protein (steak or fish, etc.) and some fresh bread to make a meal out of this one.
the vinaigrette was born out of a desire to use up some orange marmalade and to dress a lunch salad. (read: light, fresh, bright)
the photo has a jalepeno because i was so close to chopping some up. i think it will be great... next time!
note: we like our vinaigrette's more acid than oil, so if you prefer oily you'll need to probably double the oil, and if you like sweet, add 1/4-1/2 teaspoon of sugar, too!
the system won't let me add the 1 cup of raddichio, but you'll want to add it!",7
"fast, weeknight meal.",6
"this is a sandwich that my mother would fix for me as a childhood snack sometimes. always enjoyed.  it is a different take on egg sandwich, very much comfort food to me that i still enjoy. quick and easy.  hope you enjoy too.",6
"needing candied cherries for another recipe, i found this one on the internet at whatscookingamerica.net! preparation time does not include the 3 hours of standing after the first 20 minutes of cooking.",5
"awesome flavor and you can make it the thickness you desire. i have made this salsa for years, and have made it countless times per request of friends and neighbors. i happen to love cilantro! feel free to use different measurements. you may want to try a little, add more, etc.",3
"i found this on a diabetic recipe site and have made them several times since. they don't taste low sugar and produce a very soft flavorful cookie. i hope you'll like them, too!",2
"this was just a make it up as i go kinda thing, when running out of time for dinner and had a hungry family. turned out really good.",6
i found this recipe in a local newspaper many years ago and it is still one of my favorites.,4
"this was love at first bite!  no more dry pork chops! 

now for a little background on the other white meat.
also known as: kurobuta (in japan)
origin and cultivation: named after berkshire, in england, where it was raised over 300 years ago
appearance: marbled pork
flavor: richer than typical pork
recipe courtesy of newfoodcookbook.com
cooking time is for cooking the chops, sauce ad apples.",1
from the asian grill by david barich and thomas ingalls.,0
from cooking light march 2006,0
from the sun-maid raisin site.  i have not tried this yet-- adding it to keep on file.,5
"this soothing beverage is fragrant, warming, and delightful. make it with half rice milk and half soy milk for a rich but not-too-sweet taste. (this recipe is from the book ",5
i'm on weight watchers.this soup is full of fiber and it's lowfat.it really fill you up.,7
a nice little snack.,6
"from vegetarian times issue - 

serve these kabobs with warmed hot-dog rolls to soak up all the tangy sauce. if you’re using wooden skewers, be sure to pre-soak them 30 minutes in cold water to keep them from burning.",1
"from foods of the world, time life.",0
a small simple cake with a slight almond toasted almond taste. really out of this world. you can substitute almond extract for 3/4 of the vanilla if a stronger almond taste is desired. this cake employs an unusual mixing method that ensures good results.,2
for those of you who don't know a kugel is sort of like a soufle--very good!,5
great for breakfast and the extra freeze well.,6
"an easy and delicious waffle recipe.  the blackberries are sweetened before adding to the batter for extra goodness.  this recipe is easily made lower in fat by substituting butter substitute for the butter, egg substitute, lowfat milk, and nonfat sour cream.  i prefer whole ingredients.",2
french frys will fall for these easy oven baked fries and you will never miss the fat,2
"this sounds divine and i will be making this next weekend, a low carber's dream, spinach and cheese stuffed salmon. from a low carb chef's posting from food network. if desired, you could add roasted red pepper slices to the filling.",6
a mr. food recipe.,4
this is my absolute favorite fresh fruit cobbler/crisp. the topping is so incredible. i recommend doubling the recipe! my mom adapted this recipe from an old betty crocker cookbook.,4
"from freeze it in ""everyday food"". an elegant recipe for supper from the freezer. use 6 boneless skinless chicken breasts, if desired.",1
this is a great crisp that is best served warm with whipped cream or ice cream.,2
"a hearty sandwich that makes a great meal for the entire family. especially as a game night treat. we have even made them using a 5"" mini springform pan to serve just the two of us.",6
"so buttery and good. i would leave the peanuts out for my dad. for everyone else, i used raw peanuts. cooling time is not figured in.",2
this is a new recipe i just tried and i like it but i like wholesome muffins! it's really simple and bakes quickly. the wheat bran can be substituted with any highfiber bran cereal (as long as you grind it up in a food processor!),2
"a quick , tasty and spicy grilled chicken dish. tastes best when done on a bbq, but just as tasty on an indoor grill. for more spice, use frank's extra hot or sprinkle some cayenne pepper over the breasts.",1
"recipe courtesy david tutera, the famous wedding planner. you can substitute your favorite herbs for the rosemary and thyme.",3
"this is a simple and healthy dish. the sauce is optional, but if you like a light vinegar-y sauce, it does add a little something to the dish. otherwise some sort of cream sauce would probably be nice.",3
"this is a yeast-free version of naan bread, courtesy of indianfoodforever.com. prep time excludes time needed to rise.",2
hot dogs with a little zip!,0
"so easy, incredibly yummy and chewy. the recipe calls for 1 cup of chocolate chips but i use about 1 and a half.  ***update***just an added note, i've used a copycat version of bisquick and it turns out very greasy so you might want to reduce the oil content if you are using a homemade baking mix.",2
"have made this dish for almost 40 years and is still a family favorite. got the recipe from my friend bardie in okmulgee,ok",4
this is a hearty soup that works every time. it can even be a meal in a soup depending on how you want to serve it. full of flavours that make your mouth water.,3
"from busycooks.about.com. very good recipe. quick and easy. i always double the amount of salsa, simply because we like salsa and it just adds to the recipe in taste alone.",3
"johnnycake brought west.  from the mississippi valley chapter of the united states regional cookbook, culinary arts institute of chicago, 1947. vegetarian if vegetable shortening is used.",2
"this comes from sunset's light ways with beef, lamb and pork cookbook.",0
"this is a classic spanish potato side dish that can be served with a homemade lemon aioli sauce or light lemon mayonnaise.  i've had this recipe for a while now, and i thought i should post it before it's lost forever.  i stumbled onto it the first time a few years ago when i bought saffron to make a certain recipe that called for only a few threads.  but i didn't want the saffron to go to waste, so i started searching for other recipes calling for saffron. and that's when i discovered this recipe.  and i have made this recipe many times over the years.  it makes an especially great side dish to accompany baked fish.",3
there is going to be a party in your mouth with this delicious stir-fry!,6
"i love whole garin recipes that don't require a using a wheat grinder.  this one is so easy to make, just using your blender.",4
for radish lovers.,0
this is from taste of home. you can add tuna instead if that's your preference.,1
from bon appetit.,0
"adapted from the complete casserole and one-pot cookbook.  this makes a great side dish, and a nice variation on regular mash potato.",6
"my son kept asking me to buy these at the store, but i always had it in my mind that they didn't taste good, so...kept putting it off. finally, i gave in, and  bought a bag. not knowing how to really prepare them, i realized...these sprouts looked like little heads of lettuce, and that's where i got my inspiration. i'm happy to say, my mind has been changed, and we gladly welcome these tasty bites onto our dinner table!",7
most people will not be aware of the escargot in this soup. they will think it is chopped mushroom. but you will know. i've made this often and everyone likes it!,3
"jhangora is the indian name for millet, a grain rarely used in the united states. a speciality of uttaranchal, it is typically served as a dessert.",6
great for brunch or supper.,6
"i found this recipe in kraft's what's cooking magazine for spring 2005.  i think it is a really delicious dish and i hope you all enjoy it as much as i have!  note: reserve 2 tbsp of the pasta cooking water - it's not listed in the ingredients, but you'll be needing it later.",3
"this recipe for shrimp cocktail is way better than any cold recipe i have ever tried! i saw it on food network by ina of barefoot contessa... the shrimp is so flavorful!! the original recipe also included a cocktail sauce, but they were so good, we didn't even need sauce!",3
"this is a different take on the usual spinach roll up appetizer. very tasty.  note:  should your yogurt be loose or runny, drain for a couple of hours in a coffee filter set in a strainer to get rid of some of the excess moisture.",5
one of my favorite lunch foods to eat at school!,6
"this delicious side dish goes well with german dishes, pork cutlets or a roast. prep & cook times are approximate.",6
"this salad goes well with most turkish meals, particularly in summer when tomatoes are at their best. you can arrange the salad any way you like, i have listed the way i prefer to arrange the salad. if you wish to peel the tomatoes and cucumber you may however it is not necessary.  you can make this salad one hour before serving.  original recipe comes from a book called ""turkish cookbook"" by tess mallos",7
"this recipe was somewhat inspired by banriona's recipe #408979, which i thought was a great americanized twist on a classic lebanese recipe.  in the same vein, this is like a flavorful indian curry crossed with a traditional stew.  no rice or naan needed, as it's very filling.  perfect for a cold winter night!",4
great for those times when you don't have much time or don't feel like spending a whole lot of time in the kitchen. this recipe was adapted from one taught to me by a friend. she would form the raw mixture into patties and wrap in foil and then take it along on their camping trips to cook on the fire.,6
this is a great topping for store-bought pies of any kind to bring it over the top.   try it on your homemade (pre cooked) pies too.  i've never used it on a crustless pie but i suspect it would work just as well.,2
"my grandma passed this recipe down to me when i was 13 and i have always gotten good reviews.  it's super simple and quick to whip up before a party or bbq.  i know it sounds like the recipe is lacking something, but trust me on this one!",4
"i leave out the nutmeg and use the real bacos for recipes from oscar mayer.  prep time does not include time to prepare your mashed potatoes.  for the prepared mashed potatoes, all i do is mash up the potatoes and add a tablespoon of butter then continue on with the recipe.",2
"this is my family's recipe straight from aguada, puerto rico. in pr we make it from scratch (all the seasoning, but this recipe tastes the same, just easier than the all home-made version. this recipe is easy and serves 4, or 2 if you eat alot!! muy rico, come lo",4
"a quick 30 minute recipe.  these can be prepared one week ahead, and stored in an airtight container at room temperature.",4
"unsure where we got this recipe from but it is a quick tasty reasonably priced midweek meal for us.  if we don't have rice to serve with we mix glass noodles through the mix.
if we want to bulk up the vegetable content, chunks of big mushrooms are delicious added too.",7
"today we are awaiting an ice storm (again) so after grocery shopping i needed to make a quick dinner that was hearty and warm.  (just in case we lose power like they are predicting)

delicious and filling  according to my dh and ds.",6
a basic filling-go wild with additions if you like.,5
"this cake is a cinch to make and will surely please any chocoholic or coffee addict. serve with vanilla or coffee ice cream. the more the cake cools, the thicker the pudding will get.  from washington, dc pastry chef peter brett.",2
you'll never know these are low-fat! a delicious way to cut calories and fat! my whole family loved them!,2
"my mil gave me this recipe, it uses old fashioned rolled oats, yogurt, and ww flour, no white flour at all.  extremely moist, lots of flavor",4
"menu description - ""hang off the plate ribs® a
colossal portion of fork-tender premium baby back
ribs. slow-cooked for hours and seasoned with our
secret spices. they’ve got attitude!""

recipelink.com (adapted from source: bbq usa: 425 fiery recipes from all across america by steven raichlen)",6
"from ontario chicken lover (wing magazine). the picture looked so scrumptious i had to try it. if you think it is strange, or you won't like this (as i thought) i would recommend trying this anyway. my girls gobbled it up, and my husband loved it as well. we served it with white rice.",1
"when i posted an earlier recipe for a hot anchovy dip, my intro said that most people have either love or hate relationships w/anchovies. that's still true, but this so easy-to-fix recipe from the *finger food* cookbook of the australian women's weekly cookbook series combines them w/the mellow flavor of avocado for a whole new taste sensation that has the potential to turn hate into love. *enjoy* !",1
this is a crispy delight.,6
"this is great served at the end of a spicy meal - indian / thai anything with a bit of a spice- the recipe is from a old oriental dinner party cookbook. mind you i've also had it as a breakfast. i often don't even bother with the sugar, particularly if i'm using canned mangoes. it tastes great, can be prepared in advance & it easy to make - what more could you ask for.",5
here is a unique twist on a green bean side dish.  refreshing and delicious!,6
"this is how my husband's cousin prepared the cranberries for a family reunion type thanksgiving a couple of years ago. it is really different from cooked cranberry sauce, which we also love- a light and refreshing alternative.",3
"i got this idea from kraft magazine, but i put my own twist on it. i hope you like it. note: prep time includes 30 mins marinade time.",3
"serve this to guests and you will get rave reviews, the sauce from this is so good! the complete recipe may be doubled if desired.",3
"this tasty low-fat sauce goes great with anything!! from pork chops, to chicken, to pasta, to baked potatoes...it is yummy!! i think i got the basis for this recipe from ""light & tasty"" magazine and tweaked it a bit here and there.",1
"i found this recipe a few years ago and have adopted this as my official best cinnamon rolls of all time.  i make it every christmas.  i like it because i pour the extra cinnamon and brown sugar that is left in the bottom of the muffin tins,over the cinnamon rolls.  this way the whole cinnamon roll is like the best part, the center.",2
"made in hyannisport and a favorite of john kennedy, jr",0
lowcal apple crisp,0
"most recipes i've found online from mr. price have been from his best-known cookbook, ""a treasury of great recipes.""  this one, however, is based on one from the rare british paperback cookbook, ""cooking price-wise,"" which was a companion to a cooking show in the early 1970s of the same name, hosted by vincent price.",0
"this is very yummy and simple.

when my husband has a potluck at work everyone asks 
for this luscious pudding.",5
great salad dressing from the fresh start cookbook.  this dressing is a favorite around our house.  easy to make with ingredients you probably already have on hand.,7
this is a thai dish and it is very spicy. cut back on the number of chili peppers if you don't like it quite so spicy. i found it on allrecipes.com,3
pretty layers of cheesecake and pumpkin.  prize winning taste of home recipe.,2
this recipe was created by my husband. it is so flavorful and delicious we make it at least once a week.,4
"this is a versatile recipe - just right for breakfast or lunch. have  
it as a starter for a dinner party. easy to make - it is uncooked.  
serve cold with the scones still warm from the oven. the whole wheat  
flavor compliments the fresh fruit. if you wish make the scones ahead  
of time and warm before serving.  for the wine i like riesling.",3
a complete meal in a bowl - this soup is an ideal dish to keep out the cold on a chilly day.,7
you can serve this with cocktails or on a dessert tray. they are both sweet and savory. from the new carry-out cuisine. it is hard to stop nibbling on these!,6
"this is a low-fat version of maryland jim's recipe #136125, posted for zwt3's cooking lighter challenge.  hope that you enjoy it!",4
"a slightly different way to dress up that boring old pre-formed hamburger patty.  this is also good with chicken breasts.

cooking time includes marinating the hamburger patties - chicken needs longer.",1
"from cooking light, jan 1997. original calls for 6 oz. ground round and 6 oz turkey breast. i have had really good luck feeding this to toddlers and veggie-phobic adults! feel free to play with the veggies to your own preference; tonight i made these with 1 c mushroom and 1 c finely diced zucchini squash. i also prefer balsamic or cider vinegar here to the red wine. finally, this does tend to turn out pretty ""saucy"", so if you like your joes thicker you might consider adding a bit of tomato paste. enjoy!",6
"i'm so smitten with the new craze of serving desserts, drinks, salads or whatever comes to mind in mason jars.  this is a good one from deep dish south blog.  she said it's a cross between a long island iced tea and an arnold palmer.  naturally, she suggests to serve this in a what?  yes, a mason jar!",5
i made these over 30 years ago for my family when i had to cook. i made these long before canned pizza sauce was available like it is now. either that or my mom did not buy it. my brothers loved these! they were always happy when i made them. one of my brothers would take a full pan of 10 pizzas with him if i had a pan on the counter and he had to go somewhere. he always came home with an empty pizza pan. this recipe can very easily be doubled or tripled. you can use any meat of your choice and add any ingredients you want. it is an easy way to make pizza to each persons taste. they can pick what they want on their own pizza. this is something easy for kids to make too.,3
"craving for a cookie? wekk these are just the perfect solution!
this recipe adopted from the recipezaar account.",2
"i battled to make cornbread for ages but found it impossible to find cornmeal in the uk, so i now make this version with polenta. i'll be honest - i have absolutely no idea what the difference is between cornmeal and polenta (perhaps there is none?), but i reckon this is a really nice recipe all the same. i have no frame of reference, so i can't compare the flavours/textures of this with ""proper"" cornbread, but hopefully it won't disappoint! this recipe is with chilli & cheese but it's a pretty versatile dish and i've flung all sorts of ingredients into the past (savory or sweet) and it always tastes pretty good to me. my other half particularly enjoys it sweet with oodles of golden syrup!",2
"i played around with my favorite muffin recipe for fall, and came up with this.  i can't decide if they are a cupcake, or a muffin.  though really hearty, the cream cheese frosting can kill a diet.",2
an old family favourite. you can add cilantro instead of the parsley if you wish or add more curry powder or use a curry paste instead. add some finely diced chilli or ground chilli flakes if you wish. for a gluten-free version be sure that all ingredients used are gluten-free. cooking time does not include the 30 minutes refrigeration time required,1
"this comes from my indiana mother-in-law. it's a very tasty sandwich spread, quick and easy to make. it does not keep for more than 5 days in the refrigerator.",4
a surprising and delicious filling of maraschino cherries and toasted walnuts makes these sweet bites irresistible. powdered sugar makes a quick (and delicious) topper. they will be well received as gifts also.,2
"this is so quick and easy and has a great taste. don't remember where it originated, could be a ww recipe. it would be very easy to sub low fat cheese, i do.",4
"terrific brunch dish,",6
easy to make and goes great with chicken and dumplings or on top of beef stew!,1
a great appetizer that does not take much time at all to prepare.  these would be good on a slice of toasted bread too for an open face sandwich for lunch.,6
"this is a wonderful dish when you have a crowd of people over, it makes a great dish, if making several like a buffet style meal or it also is a great appetizer to present while you are finishing up on the main affair. i prefer to serve it like this as they are really the best, eaten straight away, whilst crunchy and hot. it also gives your guests something to pick at, while they are chatting amongst themselves before a meal. these are also great to make as a snack, to sit and munch on, on a lazy sunday afternoon whilst watching your favourite team play (don't forget your cold beer). i love the dip that goes with these and i feel it compliments all the flavour in the fritters very well. these are also excellent for vegetarian guests even the most strictest ones. i have had guests that can not even eat egg, these work really well as you just use egg substitute instead.",6
"great to use for a marinade for tofu, chicken or fish!  something a bit different.",1
"this recipe came from my husband's grandmother, and we modified it a little bit to make it gluten and dairy free.  as a kid this was my husband's favorite meal, and he used to walk around singing a little song about it ""5 spice beef and rice, cha cha cha!""  the five spices are pepper, bay leaf, garlic, thyme and oregano.  it's very easy to make, and a good dinner staple.",3
"i hear that the  french sip this tea for pure pleasure, but it is also soothingly healing for sore throats, upper respiratory troubles, and tummy bugs. 
this recipe  calls for only one herbal ingredient, and you probably have it in your kitchen pantry. as you sip your drink, take a moment to think of cozy french farmhouses surrounded by fields just beginning to thaw after the long cold winter. oh, for the simple life..... french tart, i am thinking of you! adapted from cait johnson, assistant producer, care2 healthy living channels.",5
i love homemade chicken fingers with this or fryed vegie's is great at pitch ins when you try it you will understand its wonderful!!!!,1
"this recipe has a mere 4 ingredients but it's one of my favorites. incredibly easy, very buget friendly, cooks on the fly and tastes really really good both fresh and reheated. excellent with some mashed potatoes to round out the meal.",4
this is really simple with only 5 ingredients but tastes great. i usually use breast fillets & just pour the whole jar of salsa over them with the other ingredients then add a little cheese sprinkled over towards the end of baking. mmmm mmmm! recipe from masterfoods.,3
"i made these as a snack at my daughter's first b-day party, and the kids loved them. my husband takes them to work every once in a wile and i haven't heard a complaint yet. his boss's wife called me for the recipe. they are just plain, simple, and delicious!!!",2
this is a great and healthy salad loaded with fibery goodness! great for lunches.:-),7
a great salad that uses uncooked vegetables. it is crisp and tasty. the green olives and bacon give it a great taste.,7
this is a great way to serve asparagus.  i can't remember where i got the recipe but i always make this when fresh asparagus is in season.,4
"i don't really know where i got this recipe from, but i've had it hanging around for a while. these are so yummy, my boyfriend asks for them at least once a week. perfect for a holiday dinner, cookie exchange, or any other party where you want to dazzle your friends/make them love you forever. i sprinkle the top of this with sea salt before i pop it in the oven, i think it adds that little extra something. i've also drizzled it with melted chocolate after they've cooled, but their so rich you really don't need it!",4
"you will love the ease of making these spectacular biscuit pinwheels. you can vary the cheese to suit your menu and they are great for breakfast, lunch or dinner.",2
"this is a very easy and delicious cake that is guaranteed to solve your chocolate craving. the espresso really helps bring out the chocolate, and i really like the flavour the olive oil lends to the cake too. this has become my favorite chocolate cake recipe.",2
"mama mia! limoncello syllabub with lemon sugar is a delicously light and airy dessert with an italian tipple. it's the ideal easy no-cook dessert recipe to have up your sleeve should unexpected food loving guests turn up, or to impress a new date. verrines are french, little appetisers or desserts served in shot glasses and they are very much in vogue at present! limoncello is an italian lemon liqueur best served straight from the freezer. find it in off licences, italian delis and some larger supermarkets.
(recipe from delicious.)",3
"bon apetit magazine, november 2006 edition. another way to prepare cauliflower!",4
